"ds","country","polygon_source","polygon_id","polygon_name","all_day_bing_tiles_visited_relative_change","all_day_ratio_single_tile_users","baseline_name","baseline_type"
"2020-03-21","USA","FIPS","09007","Middlesex",-0.2738,0.28975,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-03-22","USA","FIPS","09007","Middlesex",-0.34083,0.35509,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-03-23","USA","FIPS","09007","Middlesex",-0.40326,0.33569,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-03-24","USA","FIPS","09007","Middlesex",-0.32511,0.2906,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-03-25","USA","FIPS","09007","Middlesex",-0.36521,0.31767,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-03-26","USA","FIPS","09007","Middlesex",-0.31933,0.27349,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-03-27","USA","FIPS","09007","Middlesex",-0.31726,0.26012,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-03-28","USA","FIPS","09007","Middlesex",-0.39047,0.34531,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-03-29","USA","FIPS","09007","Middlesex",-0.46737,0.44646,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-03-30","USA","FIPS","09007","Middlesex",-0.40213,0.33419,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-03-31","USA","FIPS","09007","Middlesex",-0.33531,0.29317,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-01","USA","FIPS","09007","Middlesex",-0.32352,0.29074,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-02","USA","FIPS","09007","Middlesex",-0.34745,0.30413,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-03","USA","FIPS","09007","Middlesex",-0.40647,0.30667,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-04","USA","FIPS","09007","Middlesex",-0.34729,0.32006,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-05","USA","FIPS","09007","Middlesex",-0.3871,0.37938,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-06","USA","FIPS","09007","Middlesex",-0.31546,0.2783,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-07","USA","FIPS","09007","Middlesex",-0.29112,0.28741,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-08","USA","FIPS","09007","Middlesex",-0.36709,0.32463,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-09","USA","FIPS","09007","Middlesex",-0.40253,0.34241,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-10","USA","FIPS","09007","Middlesex",-0.3585,0.30558,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-11","USA","FIPS","09007","Middlesex",-0.29163,0.30359,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-12","USA","FIPS","09007","Middlesex",-0.39814,0.37765,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-13","USA","FIPS","09007","Middlesex",-0.50245,0.40791,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-14","USA","FIPS","09007","Middlesex",-0.26586,0.26451,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-15","USA","FIPS","09007","Middlesex",-0.30116,0.29449,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-16","USA","FIPS","09007","Middlesex",-0.28691,0.29921,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-17","USA","FIPS","09007","Middlesex",-0.31869,0.26608,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-18","USA","FIPS","09007","Middlesex",-0.40897,0.36722,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-19","USA","FIPS","09007","Middlesex",-0.24678,0.31954,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-20","USA","FIPS","09007","Middlesex",-0.29768,0.29885,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-21","USA","FIPS","09007","Middlesex",-0.34789,0.33208,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-22","USA","FIPS","09007","Middlesex",-0.29358,0.29541,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-23","USA","FIPS","09007","Middlesex",-0.29986,0.30683,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-24","USA","FIPS","09007","Middlesex",-0.37531,0.30947,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-25","USA","FIPS","09007","Middlesex",-0.19038,0.26771,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-26","USA","FIPS","09007","Middlesex",-0.3948,0.4141,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-27","USA","FIPS","09007","Middlesex",-0.3194,0.32213,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-28","USA","FIPS","09007","Middlesex",-0.23412,0.2697,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-29","USA","FIPS","09007","Middlesex",-0.25582,0.27498,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-30","USA","FIPS","09007","Middlesex",-0.30847,0.31161,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-01","USA","FIPS","09007","Middlesex",-0.31078,0.25251,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-02","USA","FIPS","09007","Middlesex",-0.16722,0.24705,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-03","USA","FIPS","09007","Middlesex",-0.11041,0.27093,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-04","USA","FIPS","09007","Middlesex",-0.22682,0.26556,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-05","USA","FIPS","09007","Middlesex",-0.1812,0.24977,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-06","USA","FIPS","09007","Middlesex",-0.25437,0.26781,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-07","USA","FIPS","09007","Middlesex",-0.20597,0.25097,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-08","USA","FIPS","09007","Middlesex",-0.27972,0.25909,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-09","USA","FIPS","09007","Middlesex",-0.2548,0.30136,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-10","USA","FIPS","09007","Middlesex",-0.13495,0.29345,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-11","USA","FIPS","09007","Middlesex",-0.24726,0.27617,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-12","USA","FIPS","09007","Middlesex",-0.20649,0.24782,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-13","USA","FIPS","09007","Middlesex",-0.19196,0.24337,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-14","USA","FIPS","09007","Middlesex",-0.17013,0.24405,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-15","USA","FIPS","09007","Middlesex",-0.21939,0.22472,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-16","USA","FIPS","09007","Middlesex",-0.13569,0.23319,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-17","USA","FIPS","09007","Middlesex",-0.13774,0.27303,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-18","USA","FIPS","09007","Middlesex",-0.20288,0.25643,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-19","USA","FIPS","09007","Middlesex",-0.18779,0.24355,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-20","USA","FIPS","09007","Middlesex",-0.14687,0.23046,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-21","USA","FIPS","09007","Middlesex",-0.1584,0.21351,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-22","USA","FIPS","09007","Middlesex",-0.1735,0.20485,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-23","USA","FIPS","09007","Middlesex",-0.2282,0.27946,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-24","USA","FIPS","09007","Middlesex",-0.10624,0.27031,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-25","USA","FIPS","09007","Middlesex",-0.29405,0.28791,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-26","USA","FIPS","09007","Middlesex",-0.12118,0.22645,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-27","USA","FIPS","09007","Middlesex",-0.13646,0.22665,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-28","USA","FIPS","09007","Middlesex",-0.18482,0.23189,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-29","USA","FIPS","09007","Middlesex",-0.19829,0.21507,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-30","USA","FIPS","09007","Middlesex",-0.11892,0.22397,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-31","USA","FIPS","09007","Middlesex",-0.08624,0.24683,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-06-01","USA","FIPS","09007","Middlesex",-0.13242,0.21611,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-06-02","USA","FIPS","09007","Middlesex",-0.12914,0.22046,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-06-03","USA","FIPS","09007","Middlesex",-0.15182,0.21157,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-06-04","USA","FIPS","09007","Middlesex",-0.10843,0.19984,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-06-05","USA","FIPS","09007","Middlesex",-0.19514,0.21126,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-06-06","USA","FIPS","09007","Middlesex",-0.1525,0.21517,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-06-07","USA","FIPS","09007","Middlesex",-0.01171,0.24687,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-06-08","USA","FIPS","09007","Middlesex",-0.09172,0.19895,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-06-09","USA","FIPS","09007","Middlesex",-0.07499,0.20248,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-06-10","USA","FIPS","09007","Middlesex",-0.10291,0.1976,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-06-11","USA","FIPS","09007","Middlesex",-0.20318,0.22913,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-06-12","USA","FIPS","09007","Middlesex",-0.09365,0.17992,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-06-13","USA","FIPS","09007","Middlesex",-0.05834,0.19753,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-06-14","USA","FIPS","09007","Middlesex",0.02629,0.22783,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-06-15","USA","FIPS","09007","Middlesex",-0.08743,0.20448,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-06-16","USA","FIPS","09007","Middlesex",-0.05294,0.2002,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-06-17","USA","FIPS","09007","Middlesex",-0.07436,0.19168,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-06-18","USA","FIPS","09007","Middlesex",-0.09017,0.18753,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-06-19","USA","FIPS","09007","Middlesex",-0.08878,0.17519,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-06-20","USA","FIPS","09007","Middlesex",0.00113,0.18085,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-06-21","USA","FIPS","09007","Middlesex",0.02951,0.21951,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-06-22","USA","FIPS","09007","Middlesex",-0.09814,0.1963,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-06-23","USA","FIPS","09007","Middlesex",-0.06261,0.18065,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-06-24","USA","FIPS","09007","Middlesex",-0.06608,0.19925,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-06-25","USA","FIPS","09007","Middlesex",-0.07258,0.1914,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-06-26","USA","FIPS","09007","Middlesex",-0.09579,0.17523,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-06-27","USA","FIPS","09007","Middlesex",-0.10351,0.21426,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-06-28","USA","FIPS","09007","Middlesex",-0.02983,0.24201,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-06-29","USA","FIPS","09007","Middlesex",-0.09982,0.20452,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-06-30","USA","FIPS","09007","Middlesex",-0.1007,0.20928,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-07-01","USA","FIPS","09007","Middlesex",-0.08657,0.18784,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-07-02","USA","FIPS","09007","Middlesex",0.00688,0.17093,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-07-03","USA","FIPS","09007","Middlesex",-0.17282,0.2017,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-07-04","USA","FIPS","09007","Middlesex",-0.16819,0.21612,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-07-05","USA","FIPS","09007","Middlesex",-0.00394,0.2195,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-07-06","USA","FIPS","09007","Middlesex",-0.04313,0.19294,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-07-07","USA","FIPS","09007","Middlesex",-0.06688,0.18804,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-07-08","USA","FIPS","09007","Middlesex",-0.11887,0.20582,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-07-09","USA","FIPS","09007","Middlesex",-0.08842,0.18924,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-07-10","USA","FIPS","09007","Middlesex",-0.16866,0.19677,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-07-11","USA","FIPS","09007","Middlesex",-0.12699,0.21602,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-07-12","USA","FIPS","09007","Middlesex",0.00922,0.24461,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-07-13","USA","FIPS","09007","Middlesex",-0.06806,0.19948,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-07-14","USA","FIPS","09007","Middlesex",-0.06003,0.18385,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-07-15","USA","FIPS","09007","Middlesex",-0.08125,0.18186,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-07-16","USA","FIPS","09007","Middlesex",-0.05845,0.18178,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-07-17","USA","FIPS","09007","Middlesex",-0.09531,0.19011,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-07-18","USA","FIPS","09007","Middlesex",-0.01286,0.19831,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-07-19","USA","FIPS","09007","Middlesex",-0.00855,0.25015,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-07-20","USA","FIPS","09007","Middlesex",-0.10306,0.21619,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-07-21","USA","FIPS","09007","Middlesex",-0.06855,0.19626,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-07-22","USA","FIPS","09007","Middlesex",-0.10012,0.19975,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-03-01","USA","FIPS","09009","New Haven",0.02868,0.20178,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-03-02","USA","FIPS","09009","New Haven",0.00328,0.13798,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-03-03","USA","FIPS","09009","New Haven",0.07186,0.12867,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-03-04","USA","FIPS","09009","New Haven",0.03877,0.12944,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-03-05","USA","FIPS","09009","New Haven",0.06286,0.12806,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-03-06","USA","FIPS","09009","New Haven",0.0175,0.13286,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-03-07","USA","FIPS","09009","New Haven",0.01968,0.17447,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-03-08","USA","FIPS","09009","New Haven",0.03654,0.20174,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-03-09","USA","FIPS","09009","New Haven",0.02406,0.13625,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-03-10","USA","FIPS","09009","New Haven",0.0411,0.13959,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-03-11","USA","FIPS","09009","New Haven",0.01229,0.13895,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-03-12","USA","FIPS","09009","New Haven",0.01168,0.14605,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-03-13","USA","FIPS","09009","New Haven",-0.10338,0.16981,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-03-14","USA","FIPS","09009","New Haven",-0.07681,0.20121,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-03-15","USA","FIPS","09009","New Haven",-0.1207,0.24415,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-03-16","USA","FIPS","09009","New Haven",-0.16018,0.19597,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-03-17","USA","FIPS","09009","New Haven",-0.21096,0.23754,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-03-18","USA","FIPS","09009","New Haven",-0.2068,0.22897,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-03-19","USA","FIPS","09009","New Haven",-0.2785,0.26353,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-03-20","USA","FIPS","09009","New Haven",-0.27236,0.24165,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-03-21","USA","FIPS","09009","New Haven",-0.2797,0.28417,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-03-22","USA","FIPS","09009","New Haven",-0.35427,0.35363,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-03-23","USA","FIPS","09009","New Haven",-0.40499,0.34345,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-03-24","USA","FIPS","09009","New Haven",-0.33309,0.30506,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-03-25","USA","FIPS","09009","New Haven",-0.3704,0.32638,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-03-26","USA","FIPS","09009","New Haven",-0.32398,0.28724,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-03-27","USA","FIPS","09009","New Haven",-0.33111,0.27068,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-03-28","USA","FIPS","09009","New Haven",-0.39434,0.345,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-03-29","USA","FIPS","09009","New Haven",-0.50049,0.44007,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-03-30","USA","FIPS","09009","New Haven",-0.40395,0.32774,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-03-31","USA","FIPS","09009","New Haven",-0.34765,0.31661,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-01","USA","FIPS","09009","New Haven",-0.33716,0.28907,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-02","USA","FIPS","09009","New Haven",-0.36188,0.31458,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-03","USA","FIPS","09009","New Haven",-0.38854,0.30935,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-04","USA","FIPS","09009","New Haven",-0.34841,0.32092,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-05","USA","FIPS","09009","New Haven",-0.40066,0.37986,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-06","USA","FIPS","09009","New Haven",-0.35609,0.29646,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-07","USA","FIPS","09009","New Haven",-0.32746,0.30732,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-08","USA","FIPS","09009","New Haven",-0.38557,0.322,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-09","USA","FIPS","09009","New Haven",-0.41401,0.35035,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-10","USA","FIPS","09009","New Haven",-0.40277,0.3277,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-11","USA","FIPS","09009","New Haven",-0.35312,0.33313,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-12","USA","FIPS","09009","New Haven",-0.42072,0.39239,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-13","USA","FIPS","09009","New Haven",-0.49633,0.41106,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-14","USA","FIPS","09009","New Haven",-0.31443,0.3019,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-15","USA","FIPS","09009","New Haven",-0.31234,0.298,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-16","USA","FIPS","09009","New Haven",-0.32214,0.3062,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-17","USA","FIPS","09009","New Haven",-0.33416,0.29119,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-18","USA","FIPS","09009","New Haven",-0.40624,0.36552,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-19","USA","FIPS","09009","New Haven",-0.29361,0.34372,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-20","USA","FIPS","09009","New Haven",-0.34384,0.30306,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-21","USA","FIPS","09009","New Haven",-0.36225,0.34327,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-22","USA","FIPS","09009","New Haven",-0.323,0.30617,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-23","USA","FIPS","09009","New Haven",-0.32934,0.30979,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-24","USA","FIPS","09009","New Haven",-0.39296,0.31944,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-25","USA","FIPS","09009","New Haven",-0.23684,0.28233,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-26","USA","FIPS","09009","New Haven",-0.40991,0.40398,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-27","USA","FIPS","09009","New Haven",-0.36433,0.32131,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-28","USA","FIPS","09009","New Haven",-0.24155,0.27448,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-29","USA","FIPS","09009","New Haven",-0.27844,0.28743,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-30","USA","FIPS","09009","New Haven",-0.34994,0.31841,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-01","USA","FIPS","09009","New Haven",-0.28941,0.26276,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-02","USA","FIPS","09009","New Haven",-0.1682,0.25894,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-03","USA","FIPS","09009","New Haven",-0.15886,0.28927,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-04","USA","FIPS","09009","New Haven",-0.24466,0.25928,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-05","USA","FIPS","09009","New Haven",-0.19332,0.25702,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-06","USA","FIPS","09009","New Haven",-0.25441,0.2786,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-07","USA","FIPS","09009","New Haven",-0.21848,0.25602,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-08","USA","FIPS","09009","New Haven",-0.2611,0.26723,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-09","USA","FIPS","09009","New Haven",-0.21875,0.29364,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-10","USA","FIPS","09009","New Haven",-0.16813,0.29005,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-11","USA","FIPS","09009","New Haven",-0.27608,0.27559,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-12","USA","FIPS","09009","New Haven",-0.20057,0.26402,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-13","USA","FIPS","09009","New Haven",-0.21004,0.25239,"full_february_except_presidents_day","DAY_OF_WEEK"
